voc_trt_perd_itg_cd,voc_prod_sbt_id,voc_wjt_sorc_id,voc_type_itg_cd,voc_sttus_itg_cd,voc_trt_reslt_itg_cd,cust_clas_itg_cd,bprod_sbt_id,age_itg_cd,cont_sttus_itg_cd,new_date,opn_nfl_chg_date,cust_dtl_ctg_itg_cd,voc_trt_degr_div_itg_cd,voc_dupl_tmscnt,oos_cause_type_itg_cd,voc_trt_need_time_itg_cd,engt_cperd_type_itg_cd,engt_tgt_div_itg_cd,cont_fns_pam_date,voc_mis_pbls_yn,fclt_oos_yn,cust_snsry_base_conf_need_time,trm_yn
_,1000781558,193,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001063199,3546,10009,10002,_,L,1001062915,27,10001,20180630,20180630,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000763389,3614,10009,10002,10009,L,1000748648,35,10001,20120316,20120316,10003,20002,0,_,10004,_,_,99991231,N,_,0,N
10000,1001027710,379,10009,10002,_,J,1000002530,68,10001,20121008,20121008,10003,20001,0,10270,10001,15097,15244,20151007,N,N,0,N
10000,1001044841,3303,10009,10002,10082,L,1000702598,57,10001,20161228,20161228,10003,20001,0,_,10001,15097,15244,20191227,N,_,0,N
_,1001027819,463,10009,10002,_,J,1000720809,54,10001,20170210,20170210,10003,20001,0,_,10001,15097,15244,20200210,N,_,0,N
10000,1001047798,3086,10009,10002,_,G,1001046520,60,10001,20171215,20171215,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,140,10009,10002,_,_,1000001126,55,10007,10101,10101,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000670017,128,10009,10002,_,J,1000767883,52,10001,20180505,20180505,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,_,-998,_,_,10101,10101,_,20002,0,_,10038,_,_,99991231,N,_,0,N
_,1000781553,3086,10009,10002,_,G,1000767879,52,10001,20180412,20180412,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028714,289,10009,10002,_,L,1000852226,40,10001,20080510,20080510,10002,20001,0,_,10001,15098,15244,20180205,N,_,0,N
10000,1001079421,2049,10007,10002,_,L,1001078031,31,10005,20200410,20200410,10002,20002,0,_,10001,15097,15244,20230409,N,_,0,N
10000,1001028753,1574,10003,10002,_,L,1000852311,58,10001,20101224,20101224,10003,20001,0,10231,10003,15098,15244,20211230,N,N,0,N
10000,1001076887,345,10009,10002,_,I,1001076319,54,10001,20100529,20100908,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
_,1001047801,1890,10009,10002,_,L,1001046523,54,10001,20001120,20001215,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061190,2064,10009,10002,_,L,1001060910,30,10001,20170617,20191016,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,656,10009,10002,_,G,1001046520,73,10001,20101123,20101123,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,656,10009,10002,_,L,1001046520,58,10001,20180705,20180705,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027856,463,10009,10002,_,I,1000776424,65,10005,20160516,20160516,10003,20001,0,_,10001,15097,15244,20190515,N,_,0,N
_,1001047798,203,10009,10002,_,G,1001046520,44,10001,20020922,20060515,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027844,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,3600,10007,10002,_,F,1000001126,66,10005,20120319,20120319,10003,20002,0,_,10001,_,_,99991231,N,_,0,N
10000,1001079421,128,10009,10002,_,I,1001078031,73,10007,10101,10101,90029,20001,0,_,10001,15097,15244,20230415,N,_,0,N
_,1000665328,360,10009,10002,_,J,1000001126,48,10001,20180119,20180119,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,314,10009,10002,_,J,1000767883,40,10001,20171127,20171127,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,-998,1519,10003,10002,_,_,1001066108,_,10001,20200409,20200409,90056,20001,0,10754,10002,_,_,99991231,_,_,0,N
_,1001027747,294,10009,10002,_,J,1000737200,29,10001,20190125,20190125,10003,20001,0,_,10001,15097,15244,20220124,N,_,0,N
10000,1000665328,2084,10007,10002,_,G,1000001126,59,10001,19980309,19980309,90029,20002,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,1574,10003,10002,_,I,1000851873,40,10001,20200122,20200122,10002,20001,0,10258,10001,15097,15244,20210121,N,N,0,N
10000,1001027688,380,10009,10002,_,G,1000002356,60,10001,20000317,20000317,10003,20001,0,10231,10001,15098,15244,20180709,N,N,0,N
10000,1000781558,360,10009,10002,_,F,1000767883,26,10001,20180524,20180524,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,3817,10009,10002,_,F,1001044103,26,10001,20170327,20170327,10002,20001,0,_,10001,15097,15244,20200326,N,_,0,N
10004,1000665328,433,10007,10002,10003,_,-998,_,_,10101,10101,_,20002,0,_,10037,_,_,99991231,N,_,0,N
_,1000665328,312,10009,10002,_,J,1000001126,51,10001,20120316,20120316,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000671910,329,10009,10002,_,G,1000522564,66,10001,20080220,20130624,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,3086,10009,10002,_,I,1001046521,38,10001,20160907,20160907,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001060659,2125,10009,10002,_,G,1001059435,13,10001,20190416,20190416,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028710,2106,10009,10002,10082,G,1000852214,76,10001,20150307,20150307,10003,20001,0,_,10001,15097,15244,20180306,N,_,0,N
_,1000665328,656,10009,10002,_,_,1000001126,65,10001,19890518,19890518,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2048,10009,10002,_,I,1000737200,30,10001,20200131,20200131,10002,20001,0,_,10001,15097,15244,20230130,N,_,0,N
_,1000819129,3086,10009,10002,_,G,1000675828,12,10001,20190307,20190307,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,3811,10009,10002,_,F,1000001126,_,10003,20190708,20190708,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2153,10009,10002,_,L,1001046523,52,10001,20190720,20190720,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,2153,10009,10002,_,L,1001046524,53,10001,20190319,20190319,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027688,2153,10009,10002,_,L,1000002356,66,10001,20060510,20060510,10002,20001,0,_,10001,15098,15244,20120630,N,_,0,N
_,1001027747,155,10009,10002,_,_,1000737200,50,10007,10101,10101,10003,20001,0,_,10001,15097,15244,20230428,N,_,0,Y
_,1001027747,3525,10009,10002,10081,I,1000737200,44,10001,20161203,20161203,10002,20001,0,_,10001,15097,15244,20191206,N,_,0,N
_,1001061189,360,10009,10002,_,L,1001060909,47,10001,20150903,20150903,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027836,2064,10009,10002,_,G,1000003205,50,10001,20170930,20170930,10002,20001,0,_,10001,15097,15244,20200929,N,_,0,N
10000,1001027747,463,10009,10002,_,L,1000737200,48,10001,20160304,20160304,10002,20001,0,_,10004,15097,15277,20230409,N,_,0,N
10000,1000819129,656,10009,10002,_,_,1000675828,_,10001,20200326,20200326,90027,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,3086,10009,10002,_,L,1000767883,41,10001,20160726,20160726,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001066350,3787,10009,10002,_,F,1001066108,_,10001,20200305,20200305,90029,20001,0,10757,10001,_,_,99991231,N,_,0,N
10000,1000671910,463,10007,10002,_,F,1000522564,43,10005,20141104,20141104,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
_,1000763389,2174,10009,10002,_,L,1000748648,47,10001,20120502,20120502,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,840,10003,10002,_,L,1001046523,29,10001,20191129,20191129,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
10000,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001027710,1636,10003,10002,_,_,1000002530,_,10001,20090311,20191226,90027,20001,0,10242,10010,15097,15249,20180204,N,N,0,N
10000,1001028565,3530,10009,10002,10097,G,1000851873,58,10001,20130214,20130214,10002,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1001027746,329,10009,10002,_,F,1000702598,27,10001,20200324,20200324,10002,20001,0,_,10001,15097,15244,20230323,N,_,0,N
10000,1001042734,300,10009,10002,_,I,1001040769,68,10001,20121123,20121123,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027819,2153,10009,10002,_,G,1000720809,27,10005,20170206,20170206,10003,20001,0,_,10001,15097,15244,20200205,N,_,0,N
_,1001047801,203,10009,10005,_,L,1001046523,45,10001,20040518,20150114,10003,20001,0,_,10038,_,_,99991231,N,_,0,N
_,1001027746,2069,10009,10002,_,G,1000702598,_,10001,20190306,20190306,90056,20001,0,_,10001,15097,15244,20220305,N,_,0,N
_,1001047799,2153,10009,10002,_,I,1000002571,55,10001,20121210,20121210,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,518,10009,10002,_,G,1001046520,65,10001,20130422,20130422,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000675278,2153,10009,10002,_,L,1001046523,54,10001,20180604,20180604,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,329,10009,10002,_,I,1001046520,58,10001,20100906,20100906,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,656,10009,10002,_,L,1001046524,_,10001,20190808,20190808,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027848,2066,10009,10002,_,G,1000003237,_,10001,20140918,20190730,90029,20001,0,_,10001,15097,15244,20170917,N,_,0,N
_,1001047801,155,10009,10002,_,_,1001046523,74,10005,20180522,20180522,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781558,2123,10009,10002,_,G,1000767883,50,10001,20180525,20190620,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,574,10009,10002,_,F,1000737200,27,10001,20200409,20200409,10003,20001,0,_,10001,15097,15244,20230408,N,_,0,N
10000,1001027746,1631,10003,10002,_,O,1000702598,43,10001,20160412,20180207,10019,20001,0,10258,10003,15097,15244,20190411,N,N,0,N
10000,1001027747,1636,10003,10002,_,G,1000737200,36,10001,20040221,20040221,10003,20001,0,10268,10005,15097,15249,20150406,N,N,0,N
_,1001027710,1560,10009,10002,_,G,1000002530,50,10001,20110415,20110415,10003,20001,0,10258,10001,15097,15244,20140505,N,N,0,N
10000,1000665328,2153,10009,10002,_,L,1001046524,35,10001,20050730,20050730,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,2110,10009,10002,_,G,1001046520,62,10001,20121204,20121204,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,360,10009,10002,_,J,1001044103,51,10001,20190111,20190111,90029,20001,0,_,10001,15097,15244,20220110,N,_,0,N
_,1000665328,2106,10009,10002,10081,I,1000001126,54,10001,19940609,19940609,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001036914,2048,10009,10002,_,L,1001036517,24,10001,20190926,20190926,10002,20001,0,_,10001,15097,15244,20220925,N,_,0,N
_,1001047798,2174,10009,10002,_,L,1001046520,35,10001,20150408,20150408,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2106,10009,10002,10081,G,1000001126,73,10001,19991106,19991106,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2393,10009,10002,_,L,1001044103,63,10007,10101,10101,10003,20001,0,_,10004,15097,15244,20230412,N,_,0,Y
10000,1001076887,2153,10009,10002,_,I,1001076319,62,10001,20170823,20170823,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001047799,3614,10009,10002,10010,L,1001046521,43,10001,20070403,20070403,10003,20002,0,_,10009,_,_,99991231,N,_,0,N
10000,1001028473,379,10009,10002,_,L,1000851643,49,10001,20100312,20100312,90029,20001,0,10270,10001,15098,15244,20170420,N,N,0,N
_,1001028712,295,10009,10002,_,L,1000852220,67,10001,20130412,20130412,10003,20001,0,_,10001,15098,15244,20210730,N,_,0,N
10000,1000779249,3086,10009,10002,_,I,1000748612,50,10001,20070309,20070309,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2056,10009,10002,_,I,1000737200,75,10001,20000526,20000526,10002,20001,0,_,10001,15097,15249,20171118,N,_,0,N
10000,1001054977,190,10009,10002,_,I,1001054338,22,10001,20151216,20151216,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,329,10009,10002,_,L,1001060910,23,10001,20180829,20180829,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000667951,2110,10009,10002,_,G,1000748648,67,10001,20091116,20091116,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,289,10009,10002,_,_,1000702598,_,10001,20200402,20200402,90056,20001,0,_,10001,15097,15244,20230401,N,_,0,N
_,1001047801,2125,10009,10002,_,L,1001046521,46,10001,20190302,20190302,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,155,10009,10002,_,L,1001046523,59,10001,20121224,20121224,90027,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,463,10009,10002,_,L,1000001126,48,10001,20110225,20110225,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028080,128,10009,10002,_,G,1000784228,52,10001,20090713,20120126,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,2266,10009,10002,_,L,1001046524,16,10001,20170223,20170223,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,O,1000002571,45,10001,20100830,20100830,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,295,10009,10002,_,I,1000001126,44,10001,20081218,20081218,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,3086,10009,10002,_,L,1001046523,31,10001,20100315,20100315,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,314,10009,10002,_,L,1001060910,28,10001,20180822,20180822,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001065419,2110,10009,10002,_,I,1000767880,69,10001,20150212,20150212,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1883,10003,10002,_,J,1000001126,_,10001,19941212,19941212,90029,20001,0,10241,10006,_,_,99991231,N,N,0,N
10000,1000665328,2153,10009,10002,_,F,1000001126,75,10001,19751220,19751220,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,2126,10009,10002,_,I,1001062400,19,10001,20170624,20170624,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,329,10009,10002,_,L,1001060910,63,10001,20170630,20170630,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2106,10009,10002,10082,_,1000001126,_,10001,20090805,20090805,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,2153,10009,10002,_,L,1000002571,48,10001,20160212,20160212,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000669470,2110,10009,10002,_,G,1001034675,37,10001,20100619,20100619,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027848,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000784644,298,10009,10002,_,G,1000784228,28,10005,20191202,20191202,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,294,10009,10002,_,G,1001044103,32,10001,20190228,20190228,10002,20001,0,_,10001,15097,15244,20220227,N,_,0,N
_,1001028753,1574,10003,10002,_,L,1000852311,40,10001,20150209,20150209,10002,20001,0,_,10001,15097,15244,20180208,N,N,0,N
10000,1000675279,2126,10009,10002,_,G,1001074233,19,10001,20200229,20200229,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,155,10007,10002,_,_,-998,_,_,10101,10101,_,20002,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027831,574,10009,10002,_,L,1000725737,55,10005,20200410,20200410,90029,20002,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047799,2110,10009,10002,_,J,1001046521,34,10001,20140108,20140108,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,294,10009,10002,_,J,1000737200,27,10001,20180430,20180430,10003,20001,0,_,10001,15097,15244,20210429,N,_,0,N
_,1001028565,3339,10009,10002,10080,L,1000851873,31,10003,20190228,20190228,90029,20001,0,_,10001,15097,15244,20220227,N,_,0,N
_,1000665328,2153,10009,10002,_,F,1000001126,65,10001,20181203,20181203,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,3811,10009,10002,_,J,1000737200,60,10001,20160511,20160511,90029,20001,0,_,10001,15097,15244,20190510,N,_,0,Y
10000,1001044841,466,10007,10002,_,F,1001044103,25,10005,20191224,20191224,10003,20002,0,_,10001,_,_,99991231,N,_,0,N
_,1001028567,2153,10009,10002,_,L,1000851875,55,10001,20190716,20190716,10003,20001,0,_,10001,15097,15244,20220727,N,_,0,N
10000,1001027746,3846,10009,10002,_,L,1000702598,38,10001,20161130,20161130,10002,20001,0,_,10001,15097,15244,20191129,N,_,0,N
10000,1001028597,656,10009,10002,_,F,1000851881,62,10001,20160203,20190827,10002,20001,0,_,10001,15098,15244,20220417,N,_,0,N
10000,1001027746,574,10009,10002,_,F,1000702598,24,10001,20200409,20200409,10003,20002,0,_,10001,15097,15244,20230408,N,_,0,N
10000,1001044841,2153,10009,10002,_,L,1000767884,45,10001,20100106,20100106,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047799,2056,10009,10002,_,J,1001046521,21,10001,20150301,20150301,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001076887,2266,10009,10002,_,G,1001076319,28,10001,20200307,20200307,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061191,2153,10009,10002,_,O,1001060911,38,10001,20150421,20150421,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000671910,656,10009,10002,_,G,1000522564,65,10001,20021112,20021112,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001065503,312,10009,10002,_,I,1001065470,21,10001,20180205,20180205,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665870,128,10009,10002,_,F,1000001126,66,10001,19751205,19751205,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,2174,10009,10002,_,I,1001046520,46,10001,20140212,20140212,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028710,379,10009,10002,_,G,1000852214,43,10001,20080306,20080306,10002,20001,0,10270,10001,15098,15244,20190518,N,N,0,N
10000,1001047798,329,10009,10002,_,G,1001046520,36,10001,20170218,20170218,10003,20001,0,_,10002,_,_,99991231,N,_,0,N
_,1001076887,2123,10009,10002,_,L,1001076319,21,10001,20180806,20180806,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027710,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1000665328,3600,10009,10002,_,G,1000001126,58,10001,20140702,20140702,90029,20002,0,_,10009,_,_,99991231,N,_,0,Y
_,1001027747,2048,10009,10002,_,F,1000737200,61,10001,20190510,20190510,10003,20001,0,_,10001,15097,15244,20220509,N,N,0,N
_,1001047802,2153,10009,10002,_,L,1000002571,45,10003,20180922,20180922,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,2106,10009,10002,10082,L,1000702598,47,10001,20140611,20140611,10003,20001,0,_,10001,15097,15244,20170610,N,_,0,N
10000,1001027747,2153,10009,10002,_,I,1000737200,60,10001,20120723,20120723,10002,20001,0,_,10001,15097,15249,20180915,N,_,0,N
10000,1001054413,2056,10009,10002,_,_,1001049407,_,10003,20190115,20190115,90056,20001,0,_,10001,15097,15244,20220114,N,_,0,N
_,1000668028,128,10009,10002,_,L,1001046523,58,10001,20120918,20120918,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,3840,10009,10002,_,G,1001046520,56,10001,20180611,20180611,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000670158,2174,10009,10002,_,F,1000644056,51,10001,20001230,20010117,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000811111,463,10009,10002,_,_,1000809143,_,10001,20190412,20190412,10018,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1001061191,1890,10009,10002,_,O,1001060911,77,10001,19981228,20010711,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10002,1001027746,155,10011,10002,_,J,1000702598,50,10005,20170324,20170324,10003,20001,0,_,10020,15097,15244,20211019,N,_,0,N
_,1001027746,289,10009,10002,_,_,1000702598,46,10001,20200410,20200410,10003,20001,0,_,10001,15097,15244,20230409,N,_,0,N
_,1001066350,2153,10009,10002,_,L,1000002571,50,10001,20150321,20150321,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001062512,1890,10009,10002,_,I,1001062400,20,10001,20181121,20181121,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665329,324,10009,10002,_,_,1000001135,_,10001,20140701,20140701,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,2126,10009,10002,_,L,1001049617,26,10001,20150501,20150501,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,_,1000001126,_,10001,19690819,19690819,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001076886,155,10009,10002,_,G,1001076318,32,10001,20180102,20180102,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,656,10009,10002,_,L,1000767883,45,10001,20091205,20110926,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054928,312,10009,10002,_,L,1001049617,25,10001,20131115,20170630,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,128,10009,10002,_,_,1001044103,51,10007,10101,10101,10003,20001,0,_,10001,15097,15244,20230413,N,_,0,N
_,1000792727,2178,10009,10003,_,G,1000002530,54,10001,20070108,20070108,90029,20002,0,_,10038,15098,15244,20131018,N,_,0,N
_,1001047798,2153,10009,10002,_,F,1001046520,61,10001,20180409,20180409,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001027747,289,10009,10002,_,L,1000737200,50,10001,20071221,20071221,90029,20002,0,_,10013,15097,15249,20210801,N,_,255675,N
_,1001047799,329,10009,10002,_,J,1001046521,53,10001,20161121,20161121,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,3321,10009,10002,10080,I,1000001126,64,10003,20170329,20170329,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,3847,10009,10002,_,L,1000737200,53,10001,20171211,20171211,10002,20001,0,_,10001,15097,15244,20201210,N,_,0,N
10000,1000666468,341,10009,10002,_,_,1000002469,_,10003,20190411,20190411,10003,20002,0,_,10001,_,_,99991231,N,_,0,N
_,1001031419,128,10009,10005,_,_,1000767883,_,10001,20160115,20160115,90027,20001,0,_,10038,_,_,99991231,N,_,0,N
_,1001028488,2153,10009,10002,_,L,1000767882,59,10001,20180615,20180615,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1651,10003,10002,_,G,1000001126,45,10001,20100329,20100329,90029,20001,0,10239,10001,_,_,99991231,N,N,0,N
_,1001045303,2285,10011,10003,_,G,1001045228,39,10001,20191106,20191106,10003,20001,0,_,10038,_,_,99991231,N,_,0,N
_,1001028573,2106,10009,10002,10098,O,1000851881,38,10001,20170211,20170211,10002,20001,0,_,10001,15097,15277,20230409,N,_,0,N
